Case #1: 861
6 13 1000000
6 14 1000000
6 15 1000000
6 16 1000000
6 17 133238
6 18 1000000
6 19 91294
6 20 1000000
6 21 1000000
6 22 1000000
6 23 1000000
6 24 1000000
6 25 1000000
6 26 80223
6 27 1000000
6 28 1000000
6 29 1000000
6 30 1000000
6 31 92939
6 32 1000000
6 33 1000000
6 34 1000000
6 35 96367
6 36 110158
6 37 71261
6 38 81853
6 39 1000000
6 40 1000000
7 8 1000000
7 9 1000000
7 10 1000000
7 11 102251
7 12 1000000
7 13 1000000
7 14 1000000
7 15 130070
7 16 1000000
7 17 1000000
7 18 1000000
7 19 1000000
7 20 1000000
7 21 1000000
7 22 83998
7 23 1000000
7 24 1000000
7 25 1000000
7 26 86128
7 27 1000000
7 28 155356
7 29 1000000
7 30 1000000
7 31 82186
7 32 1000000
7 33 1000000
7 34 1000000
7 35 120718
7 36 1000000
7 37 1000000
7 38 1000000
7 39 1000000
7 40 1000000
8 9 1000000
8 10 1000000
8 11 1000000
8 12 1000000
8 13 65782
8 14 1000000
8 15 134148
8 16 1000000
8 17 1000000
8 18 1000000
8 19 1000000
8 20 1000000
8 21 1000000
8 22 1000000
8 23 1000000
8 24 1000000
8 25 1000000
8 26 1000000
8 27 1000000
8 28 1000000
8 29 1000000
8 30 1000000
8 31 88926
8 32 1000000
8 33 1000000
8 34 1000000
8 35 124796
8 36 1000000
8 37 81244
8 38 1000000
8 39 1000000
8 40 1000000
9 10 1000000
9 11 1000000
9 12 1000000
9 13 84988
9 14 1000000
9 15 114942
9 16 105133
9 17 1000000
9 18 1000000
9 19 1000000
9 20 100528
9 21 1000000
9 22 1000000
9 23 1000000
9 24 85259
9 25 100839
9 26 71000
9 27 1000000
9 28 1000000
9 29 1000000
9 30 104534
9 31 83716
9 32 74705
9 33 1000000
9 34 1000000
9 35 105590
9 36 100935
9 37 1000000
9 38 1000000
9 39 88094
9 40 1000000
10 11 129529
10 12 126267
10 13 1000000
10 14 69051
10 15 87671
10 16 1000000
10 17 1000000
10 18 94798
10 19 95075
10 20 1000000
10 21 132698
10 22 1000000
10 23 1000000
10 24 1000000
10 25 119931
10 26 1000000
10 27 1000000
10 28 1000000
10 29 1000000
10 30 62128
10 31 1000000
10 32 1000000
10 33 164414
10 34 1000000
10 35 1000000
10 36 1000000
10 37 1000000
10 38 1000000
10 39 45688
10 40 75892
11 12 170984
11 13 115100
11 14 1000000
11 15 1000000
11 16 192256
11 17 1000000
11 18 1000000
11 19 169194
11 20 1000000
11 21 1000000
11 22 128146
11 23 236206
11 24 1000000
11 25 1000000
11 26 1000000
11 27 1000000
11 28 199504
11 29 1000000
11 30 1000000
11 31 138732
11 32 1000000
11 33 1000000
11 34 1000000
11 35 184424
11 36 1000000
11 37 1000000
11 38 1000000
11 39 1000000
11 40 150011
12 13 1000000
12 14 166924
12 15 198803
12 16 1000000
12 17 1000000
12 18 1000000
12 19 1000000
12 20 1000000
12 21 1000000
12 22 152731
12 23 1000000
12 24 1000000
12 25 1000000
12 26 1000000
12 27 146522
12 28 224089
12 29 114987
12 30 1000000
12 31 1000000
12 32 158566
12 33 290681
12 34 1000000
12 35 1000000
12 36 1000000
12 37 1000000
12 38 1000000
12 39 1000000
12 40 1000000
13 14 1000000
13 15 1000000
13 16 1000000
13 17 1000000
13 18 137380
13 19 1000000
13 20 1000000
13 21 199824
13 22 1000000
13 23 1000000
13 24 1000000
13 25 88078
13 26 1000000
13 27 99493
13 28 94568
13 29 1000000
13 30 1000000
13 31 64002
13 32 1000000
13 33 1000000
13 34 1000000
13 35 1000000
13 36 1000000
13 37 1000000
13 38 1000000
13 39 52463
13 40 1000000
14 15 1000000
14 16 149784
14 17 1000000
14 18 1000000
14 19 1000000
14 20 1000000
14 21 201749
14 22 1000000
14 23 206879
14 24 53872
14 25 1000000
14 26 1000000
14 27 1000000
14 28 96493
14 29 1000000
14 30 109849
14 31 1000000
14 32 36752
14 33 233465
14 34 1000000
14 35 1000000
14 36 17872
14 37 128804
14 38 76433
14 39 50538
14 40 107539
15 16 1000000
15 17 1000000
15 18 1000000
15 19 1000000
15 20 1000000
15 21 1000000
15 22 65630
15 23 1000000
15 24 92531
15 25 1000000
15 26 1000000
15 27 1000000
15 28 136988
15 29 1000000
15 30 1000000
15 31 1000000
15 32 119970
15 33 1000000
15 34 102828
15 35 1000000
15 36 1000000
15 37 168801
15 38 1000000
15 39 1000000
15 40 1000000
16 17 190736
16 18 103374
16 19 1000000
16 20 167249
16 21 245863
16 22 151052
16 23 228928
16 24 1000000
16 25 205972
16 26 1000000
16 27 1000000
16 28 222410
16 29 1000000
16 30 1000000
16 31 1000000
16 32 179838
16 33 1000000
16 34 1000000
16 35 1000000
16 36 1000000
16 37 1000000
16 38 1000000
16 39 1000000
16 40 114328
17 18 176407
17 19 167274
17 20 1000000
17 21 1000000
17 22 1000000
17 23 195951
17 24 1000000
17 25 130955
17 26 104053
17 27 1000000
17 28 1000000
17 29 1000000
17 30 1000000
17 31 1000000
17 32 77704
17 33 1000000
17 34 1000000
17 35 124121
17 36 58824
17 37 169756
17 38 102423
17 39 1000000
17 40 148091
18 19 1000000
18 20 1000000
18 21 227496
18 22 1000000
18 23 1000000
18 24 1000000
18 25 153231
18 26 111606
18 27 1000000
18 28 1000000
18 29 83518
18 30 1000000
18 31 124322
18 32 1000000
18 33 1000000
18 34 1000000
18 35 1000000
18 36 1000000
18 37 1000000
18 38 1000000
18 39 1000000
18 40 1000000
19 20 1000000
19 21 1000000
19 22 1000000
19 23 1000000
19 24 87992
19 25 1000000
19 26 66481
19 27 40446
19 28 1000000
19 29 106355
19 30 100015
19 31 1000000
19 32 1000000
19 33 1000000
19 34 1000000
19 35 124889
19 36 1000000
19 37 1000000
19 38 1000000
19 39 1000000
19 40 19183
20 21 1000000
20 22 80315
20 23 1000000
20 24 67487
20 25 72538
20 26 1000000
20 27 1000000
20 28 1000000
20 29 93946
20 30 1000000
20 31 65469
20 32 50367
20 33 1000000
20 34 109993
20 35 1000000
20 36 1000000
20 37 1000000
20 38 1000000
20 39 1000000
20 40 122223
21 22 1000000
21 23 1000000
21 24 1000000
21 25 1000000
21 26 1000000
21 27 131167
21 28 1000000
21 29 1000000
21 30 1000000
21 31 166658
21 32 164997
21 33 31716
21 34 140200
21 35 1000000
21 36 1000000
21 37 1000000
21 38 1000000
21 39 1000000
21 40 1000000
22 23 1000000
22 24 1000000
22 25 1000000
22 26 2130
22 27 1000000
22 28 1000000
22 29 1000000
22 30 1000000
22 31 1000000
22 32 1000000
22 33 190878
22 34 1000000
22 35 1000000
22 36 92057
22 37 1000000
22 38 1000000
22 39 1000000
22 40 1000000
23 24 1000000
23 25 217954
23 26 1000000
23 27 1000000
23 28 1000000
23 29 1000000
23 30 1000000
23 31 141532
23 32 190123
23 33 56842
23 34 115074
23 35 190484
23 36 1000000
23 37 1000000
23 38 1000000
23 39 1000000
23 40 1000000
24 25 1000000
24 26 1000000
24 27 1000000
24 28 1000000
24 29 1000000
24 30 58305
24 31 1000000
24 32 1000000
24 33 1000000
24 34 1000000
24 35 1000000
24 36 1000000
24 37 134495
24 38 1000000
24 39 50548
24 40 1000000
25 26 120632
25 27 140186
25 28 1000000
25 29 108651
25 30 154166
25 31 133348
25 32 1000000
25 33 1000000
25 34 149219
25 35 1000000
25 36 1000000
25 37 1000000
25 38 122262
25 39 140541
25 40 1000000
26 27 1000000
26 28 73488
26 29 1000000
26 30 33534
26 31 1000000
26 32 60893
26 33 1000000
26 34 1000000
26 35 1000000
26 36 92665
26 37 1000000
26 38 1000000
26 39 1000000
26 40 1000000
27 28 99523
27 29 1000000
27 30 59569
27 31 1000000
27 32 86928
27 33 162883
27 34 9033
27 35 1000000
27 36 1000000
27 37 1000000
27 38 1000000
27 39 1000000
27 40 1000000
28 29 1000000
28 30 1000000
28 31 1000000
28 32 1000000
28 33 1000000
28 34 108556
28 35 127636
28 36 1000000
28 37 1000000
28 38 75118
28 39 1000000
28 40 1000000
29 30 73408
29 31 1000000
29 32 1000000
29 33 175694
29 34 1000000
29 35 89599
29 36 1000000
29 37 1000000
29 38 1000000
29 39 1000000
29 40 1000000
30 31 1000000
30 32 1000000
30 33 1000000
30 34 1000000
30 35 1000000
30 36 1000000
30 37 1000000
30 38 35164
30 39 59311
30 40 1000000
31 32 1000000
31 33 1000000
31 34 1000000
31 35 1000000
31 36 1000000
31 37 122440
31 38 11086
31 39 1000000
31 40 1000000
32 33 1000000
32 34 1000000
32 35 110618
32 36 1000000
32 37 1000000
32 38 1000000
32 39 77987
32 40 108191
33 34 1000000
33 35 1000000
33 36 242722
33 37 1000000
33 38 1000000
33 39 210102
33 40 1000000
34 35 1000000
34 36 1000000
34 37 1000000
34 38 1000000
34 39 60845
34 40 1000000
35 36 1000000
35 37 1000000
35 38 1000000
35 39 32631
35 40 1000000
36 37 142826
36 38 1000000
36 39 68410
36 40 1000000
37 38 1000000
37 39 1000000
37 40 1000000
38 39 27407
38 40 45668
39 40 1000000
Case #240: 1128
1 2 1000000
1 3 1000000
1 4 1000000
1 5 1000000
1 6 1000000
1 7 1000000
1 8 1000000
1 9 1000000
1 10 1000000
1 11 1000000
1 12 1000000
1 13 1000000
1 14 1000000
1 15 1000000
1 16 1000000
1 17 1000000
1 18 1000000
1 19 1000000
1 20 1000000
1 21 1000000
1 22 1000000
1 23 1000000
1 24 1000000
1 25 1000000
1 26 1000000
1 27 1000000
1 28 899252
1 29 1000000
1 30 1000000
1 31 1000000
1 32 1000000
1 33 1000000
1 34 1000000
1 35 1000000
1 36 1000000
1 37 1000000
1 38 1000000
1 39 1000000
1 40 1000000
1 41 1000000
1 42 1000000
1 43 1000000
1 44 1000000
1 45 1000000
1 46 1000000
1 47 1000000
1 48 1000000
2 3 1000000
2 4 1000000
2 5 1000000
2 6 1000000
2 7 1000000
2 8 1000000
2 9 1000000
2 10 1000000
2 11 1000000
2 12 1000000
2 13 1000000
2 14 1000000
2 15 1000000
2 16 1000000
2 17 1000000
2 18 1000000
2 19 1000000
2 20 1000000
2 21 1000000
2 22 1000000
2 23 1000000
2 24 1000000
2 25 1000000
2 26 1000000
2 27 1000000
2 28 1000000
2 29 1000000
2 30 1000000
2 31 1000000
2 32 1000000
2 33 1000000
2 34 1000000
2 35 1000000
2 36 1000000
2 37 1000000
2 38 1000000
2 39 1000000
2 40 1000000
2 41 1000000
2 42 1000000
2 43 1000000
2 44 1000000
2 45 1000000
2 46 1000000
2 47 1000000
2 48 1000000
3 4 1000000
3 5 803429
3 6 1000000
3 7 1000000
3 8 1000000
3 9 1000000
3 10 1000000
3 11 1000000
3 12 1000000
3 13 1000000
3 14 1000000
3 15 1000000
3 16 1000000
3 17 1000000
3 18 1000000
3 19 1000000
3 20 1000000
3 21 1000000
3 22 1000000
3 23 1000000
3 24 1000000
3 25 1000000
3 26 1000000
3 27 1000000
3 28 1000000
3 29 42167
3 30 1000000
3 31 1000000
3 32 1000000
3 33 1000000
3 34 1000000
3 35 1000000
3 36 605183
3 37 1000000
3 38 1000000
3 39 1000000
3 40 1000000
3 41 1000000
3 42 1000000
3 43 1000000
3 44 1000000
3 45 1000000
3 46 1000000
3 47 1000000
3 48 1000000
4 5 1000000
4 6 1000000
4 7 1000000
4 8 1000000
4 9 1000000
4 10 1000000
4 11 1000000
4 12 1000000
4 13 1000000
4 14 1000000
4 15 1000000
4 16 1000000
4 17 1000000
4 18 1000000
4 19 1000000
4 20 1000000
4 21 1000000
4 22 1000000
4 23 1000000
4 24 1000000
4 25 1000000
4 26 1000000
4 27 1000000
4 28 1000000
4 29 1000000
4 30 1000000
4 31 1000000
4 32 1000000
4 33 1000000
4 34 1000000
4 35 1000000
4 36 1000000
4 37 1000000
4 38 1000000
4 39 1000000
4 40 1000000
4 41 1000000
4 42 1000000
4 43 1000000
4 44 1000000
4 45 1000000
4 46 1000000
4 47 1000000
4 48 1000000
5 6 1000000
5 7 1000000
5 8 1000000
5 9 1000000
5 10 1000000
5 11 1000000
5 12 1000000
5 13 1000000
5 14 1000000
5 15 1000000
5 16 492934
5 17 1000000
5 18 88089
5 19 1000000
5 20 1000000
5 21 1000000
5 22 1000000
5 23 1000000
5 24 1000000
5 25 1000000
5 26 1000000
5 27 1000000
5 28 1000000
5 29 1000000
5 30 1000000
5 31 1000000
5 32 1000000
5 33 1000000
5 34 1000000
5 35 1000000
5 36 1000000
5 37 1000000
5 38 1000000
5 39 1000000
5 40 1000000
5 41 1000000
5 42 1000000
5 43 1000000
5 44 1000000
5 45 1000000
5 46 1000000
5 47 1000000
5 48 1000000
6 7 1000000
6 8 1000000
6 9 1000000
6 10 1000000
6 11 1000000
6 12 1000000
6 13 1000000
6 14 1000000
6 15 1000000
6 16 1000000
6 17 1000000
6 18 1000000
6 19 1000000
6 20 1000000
6 21 1000000
6 22 1000000
6 23 1000000
6 24 1000000
6 25 1000000
6 26 1000000
6 27 1000000
6 28 1000000
6 29 1000000
6 30 1000000
6 31 606932
6 32 1000000
6 33 1000000
6 34 1000000
6 35 1000000
6 36 1000000
6 37 1000000
6 38 544821
6 39 1000000
6 40 1000000
6 41 1000000
6 42 1000000
6 43 1000000
6 44 1000000
6 45 1000000
6 46 1000000
6 47 1000000
6 48 1000000
7 8 1000000
7 9 1000000
7 10 1000000
7 11 1000000
7 12 1000000
7 13 1000000
7 14 1000000
7 15 1000000
7 16 1000000
7 17 1000000
7 18 1000000
7 19 1000000
7 20 1000000
7 21 1000000
7 22 1000000
7 23 1000000
7 24 1000000
7 25 1000000
7 26 1000000
7 27 1000000
7 28 1000000
7 29 1000000
7 30 1000000
7 31 1000000
7 32 1000000
7 33 413891
7 34 1000000
7 35 1000000
7 36 1000000
7 37 1000000
7 38 1000000
7 39 1000000
7 40 1000000
7 41 1000000
7 42 1000000
7 43 1000000
7 44 1000000
7 45 1000000
7 46 1000000
7 47 1000000
7 48 1000000
8 9 1000000
8 10 1000000
8 11 1000000
8 12 1000000
8 13 1000000
8 14 1000000
8 15 1000000
8 16 1000000
8 17 1000000
8 18 1000000
8 19 1000000
8 20 1000000
8 21 1000000
8 22 1000000
8 23 1000000
8 24 1000000
8 25 1000000
8 26 1000000
8 27 1000000
8 28 1000000
8 29 1000000
8 30 1000000
8 31 1000000
8 32 1000000
8 33 1000000
8 34 1000000
8 35 1000000
8 36 1000000
8 37 1000000
8 38 1000000
8 39 1000000
8 40 1000000
8 41 1000000
8 42 1000000
8 43 1000000
8 44 1000000
8 45 1000000
8 46 1000000
8 47 1000000
8 48 1000000
9 10 885897
9 11 1000000
9 12 964616
9 13 1000000
9 14 1000000
9 15 1000000
9 16 1000000
9 17 1000000
9 18 1000000
9 19 1000000
9 20 1000000
9 21 1000000
9 22 1000000
9 23 1000000
9 24 1000000
9 25 1000000
9 26 1000000
9 27 1000000
9 28 1000000
9 29 1000000
9 30 1000000
9 31 1000000
9 32 1000000
9 33 1000000
9 34 1000000
9 35 1000000
9 36 1000000
9 37 1000000
9 38 1000000
9 39 1000000
9 40 1000000
9 41 1000000
9 42 1000000
9 43 1000000
9 44 1000000
9 45 1000000
9 46 1000000
9 47 1000000
9 48 855082
10 11 1000000
10 12 1000000
10 13 1000000
10 14 1000000
10 15 1000000
10 16 749598
10 17 1000000
10 18 1000000
10 19 1000000
10 20 1000000
10 21 1000000
10 22 1000000
10 23 1000000
10 24 1000000
10 25 1000000
10 26 1000000
10 27 1000000
10 28 1000000
10 29 376228
10 30 1000000
10 31 1000000
10 32 1000000
10 33 1000000
10 34 1000000
10 35 1000000
10 36 1000000
10 37 1000000
10 38 1000000
10 39 1000000
10 40 1000000
10 41 1000000
10 42 1000000
10 43 1000000
10 44 1000000
10 45 1000000
10 46 1000000
10 47 1000000
10 48 1000000
11 12 1000000
11 13 1000000
11 14 1000000
11 15 1000000
11 16 1000000
11 17 1000000
11 18 1000000
11 19 1000000
11 20 1000000
11 21 1000000
11 22 1000000
11 23 1000000
11 24 1000000
11 25 1000000
11 26 1000000
11 27 1000000
11 28 1000000
11 29 1000000
11 30 1000000
11 31 1000000
11 32 1000000
11 33 1000000
11 34 1000000
11 35 1000000
11 36 1000000
11 37 1000000
11 38 1000000
11 39 1000000
11 40 1000000
11 41 1000000
11 42 745058
11 43 1000000
11 44 1000000
11 45 1000000
11 46 1000000
11 47 1000000
11 48 1000000
12 13 1000000
12 14 1000000
12 15 1000000
12 16 622821
12 17 1000000
12 18 1000000
12 19 1000000
12 20 1000000
12 21 1000000
12 22 1000000
12 23 1000000
12 24 1000000
12 25 1000000
12 26 1000000
12 27 1000000
12 28 1000000
12 29 1000000
12 30 1000000
12 31 1000000
12 32 1000000
12 33 1000000
12 34 1000000
12 35 1000000
12 36 1000000
12 37 1000000
12 38 576738
12 39 1000000
12 40 1000000
12 41 1000000
12 42 1000000
12 43 1000000
12 44 1000000
12 45 1000000
12 46 1000000
12 47 1000000
12 48 1000000
13 14 1000000
13 15 1000000
13 16 1000000
13 17 1000000
13 18 1000000
13 19 1000000
13 20 1000000
13 21 1000000
13 22 1000000
13 23 1000000
13 24 1000000
13 25 1000000
13 26 1000000
13 27 1000000
13 28 1000000
13 29 1000000
13 30 945287
13 31 1000000
13 32 1000000
13 33 1000000
13 34 1000000
13 35 1000000
13 36 1000000
13 37 1000000
13 38 1000000
13 39 1000000
13 40 1000000
13 41 1000000
13 42 1000000
13 43 1000000
13 44 1000000
13 45 1000000
13 46 1000000
13 47 1000000
13 48 1000000
14 15 1000000
14 16 1000000
14 17 1000000
14 18 1000000
14 19 1000000
14 20 1000000
14 21 1000000
14 22 1000000
14 23 1000000
14 24 1000000
14 25 1000000
14 26 1000000
14 27 1000000
14 28 900735
14 29 1000000
14 30 1000000
14 31 1000000
14 32 1000000
14 33 1000000
14 34 1000000
14 35 1000000
14 36 1000000
14 37 1000000
14 38 1000000
14 39 1000000
14 40 1000000
14 41 1000000
14 42 1000000
14 43 1000000
14 44 1000000
14 45 1000000
14 46 1000000
14 47 1000000
14 48 1000000
15 16 1000000
15 17 1000000
15 18 1000000
15 19 1000000
15 20 1000000
15 21 1000000
15 22 1000000
15 23 1000000
15 24 1000000
15 25 1000000
15 26 1000000
15 27 1000000
15 28 1000000
15 29 1000000
15 30 1000000
15 31 1000000
15 32 655353
15 33 1000000
15 34 1000000
15 35 1000000
15 36 1000000
15 37 1000000
15 38 1000000
15 39 1000000
15 40 1000000
15 41 1000000
15 42 1000000
15 43 1000000
15 44 1000000
15 45 1000000
15 46 1000000
15 47 1000000
15 48 1000000
16 17 1000000
16 18 1000000
16 19 1000000
16 20 1000000
16 21 1000000
16 22 1000000
16 23 1000000
16 24 695849
16 25 288461
16 26 1000000
16 27 1000000
16 28 1000000
16 29 1000000
16 30 1000000
16 31 1000000
16 32 1000000
16 33 1000000
16 34 1000000
16 35 1000000
16 36 1000000
16 37 1000000
16 38 1000000
16 39 1000000
16 40 1000000
16 41 1000000
16 42 1000000
16 43 1000000
16 44 1000000
16 45 1000000
16 46 1000000
16 47 1000000
16 48 1000000
17 18 1000000
17 19 1000000
17 20 1000000
17 21 178636
17 22 1000000
17 23 583044
17 24 1000000
17 25 1000000
17 26 1000000
17 27 1000000
17 28 1000000
17 29 1000000
17 30 1000000
17 31 1000000
17 32 1000000
17 33 1000000
17 34 1000000
17 35 1000000
17 36 1000000
17 37 1000000
17 38 1000000
17 39 1000000
17 40 1000000
17 41 1000000
17 42 1000000
17 43 1000000
17 44 1000000
17 45 1000000
17 46 1000000
17 47 1000000
17 48 1000000
18 19 1000000
18 20 1000000
18 21 1000000
18 22 1000000
18 23 1000000
18 24 1000000
18 25 1000000
18 26 1000000
18 27 1000000
18 28 1000000
18 29 1000000
18 30 1000000
18 31 1000000
18 32 1000000
18 33 1000000
18 34 1000000
18 35 1000000
18 36 1000000
18 37 1000000
18 38 1000000
18 39 1000000
18 40 1000000
18 41 1000000
18 42 1000000
18 43 1000000
18 44 1000000
18 45 1000000
18 46 1000000
18 47 1000000
18 48 1000000
19 20 1000000
19 21 1000000
19 22 1000000
19 23 1000000
19 24 1000000
19 25 1000000
19 26 911161
19 27 1000000
19 28 887384
19 29 1000000
19 30 1000000
19 31 1000000
19 32 1000000
19 33 1000000
19 34 1000000
19 35 1000000
19 36 1000000
19 37 1000000
19 38 1000000
19 39 1000000
19 40 1000000
19 41 1000000
19 42 1000000
19 43 1000000
19 44 1000000
19 45 1000000
19 46 1000000
19 47 1000000
19 48 1000000
20 21 1000000
20 22 1000000
20 23 1000000
20 24 1000000
20 25 1000000
20 26 1000000
20 27 1000000
20 28 1000000
20 29 1000000
20 30 1000000
20 31 1000000
20 32 1000000
20 33 1000000
20 34 1000000
20 35 1000000
20 36 1000000
20 37 1000000
20 38 1000000
20 39 586043
20 40 1000000
20 41 1000000
20 42 1000000
20 43 1000000
20 44 1000000
20 45 1000000
20 46 1000000
20 47 1000000
20 48 1000000
21 22 1000000
21 23 1000000
21 24 1000000
21 25 1000000
21 26 1000000
21 27 1000000
21 28 532332
21 29 1000000
21 30 1000000
21 31 1000000
21 32 1000000
21 33 1000000
21 34 1000000
21 35 1000000
21 36 1000000
21 37 1000000
21 38 1000000
21 39 1000000
21 40 1000000
21 41 1000000
21 42 1000000
21 43 1000000
21 44 1000000
21 45 1000000
21 46 1000000
21 47 1000000
21 48 1000000
22 23 1000000
22 24 1000000
22 25 1000000
22 26 1000000
22 27 1000000
22 28 1000000
22 29 1000000
22 30 1000000
22 31 1000000
22 32 1000000
22 33 1000000
22 34 1000000
22 35 1000000
22 36 1000000
22 37 1000000
22 38 1000000
22 39 1000000
22 40 1000000
22 41 1000000
22 42 1000000
22 43 1000000
22 44 1000000
22 45 1000000
22 46 1000000
22 47 1000000
22 48 1000000
23 24 1000000
23 25 1000000
23 26 1000000
23 27 1000000
23 28 1000000
23 29 1000000
23 30 1000000
23 31 1000000
23 32 1000000
23 33 1000000
23 34 1000000
23 35 1000000
23 36 1000000
23 37 1000000
23 38 1000000
23 39 1000000
23 40 1000000
23 41 1000000
23 42 1000000
23 43 1000000
23 44 1000000
23 45 1000000
23 46 1000000
23 47 1000000
23 48 1000000
24 25 1000000
24 26 1000000
24 27 625358
24 28 1000000
24 29 1000000
24 30 1000000
24 31 1000000
24 32 1000000
24 33 1000000
24 34 1000000
24 35 1000000
24 36 1000000
24 37 1000000
24 38 1000000
24 39 1000000
24 40 1000000
24 41 1000000
24 42 1000000
24 43 1000000
24 44 1000000
24 45 1000000
24 46 1000000
24 47 1000000
24 48 1000000
25 26 1000000
25 27 1000000
25 28 1000000
25 29 1000000
25 30 1000000
25 31 1000000
25 32 1000000
25 33 1000000
25 34 1000000
25 35 1000000
25 36 1000000
25 37 1000000
25 38 1000000
25 39 1000000
25 40 1000000
25 41 1000000
25 42 1000000
25 43 1000000
25 44 1000000
25 45 1000000
25 46 1000000
25 47 1000000
25 48 1000000
26 27 1000000
26 28 1000000
26 29 1000000
26 30 1000000
26 31 1000000
26 32 1000000
26 33 1000000
26 34 1000000
26 35 1000000
26 36 1000000
26 37 1000000
26 38 1000000
26 39 1000000
26 40 1000000
26 41 1000000
26 42 1000000
26 43 1000000
26 44 1000000
26 45 1000000
26 46 1000000
26 47 1000000
26 48 1000000
27 28 1000000
27 29 1000000
27 30 1000000
27 31 1000000
27 32 1000000
27 33 1000000
27 34 1000000
27 35 1000000
27 36 1000000
27 37 1000000
27 38 1000000
27 39 1000000
27 40 1000000
27 41 1000000
27 42 1000000
27 43 1000000
27 44 1000000
27 45 1000000
27 46 1000000
27 47 1000000
27 48 1000000
28 29 1000000
28 30 1000000
28 31 1000000
28 32 1000000
28 33 1000000
28 34 1000000
28 35 1000000
28 36 1000000
28 37 1000000
28 38 1000000
28 39 1000000
28 40 1000000
28 41 1000000
28 42 1000000
28 43 1000000
28 44 1000000
28 45 1000000
28 46 1000000
28 47 1000000
28 48 1000000
29 30 1000000
29 31 1000000
29 32 1000000
29 33 1000000
29 34 1000000
29 35 1000000
29 36 563027
29 37 1000000
29 38 1000000
29 39 1000000
29 40 1000000
29 41 1000000
29 42 1000000
29 43 1000000
29 44 1000000
29 45 1000000
29 46 1000000
29 47 1000000
29 48 1000000
30 31 1000000
30 32 1000000
30 33 1000000
30 34 1000000
30 35 1000000
30 36 1000000
30 37 1000000
30 38 1000000
30 39 1000000
30 40 1000000
30 41 1000000
30 42 1000000
30 43 1000000
30 44 1000000
30 45 1000000
30 46 1000000
30 47 1000000
30 48 1000000
31 32 1000000
31 33 1000000
31 34 1000000
31 35 1000000
31 36 1000000
31 37 1000000
31 38 1000000
31 39 1000000
31 40 1000000
31 41 1000000
31 42 1000000
31 43 1000000
31 44 1000000
31 45 1000000
31 46 1000000
31 47 1000000
31 48 1000000
32 33 1000000
32 34 1000000
32 35 1000000
32 36 1000000
32 37 1000000
32 38 1000000
32 39 1000000
32 40 1000000
32 41 1000000
32 42 1000000
32 43 1000000
32 44 1000000
32 45 1000000
32 46 1000000
32 47 1000000
32 48 1000000
33 34 1000000
33 35 1000000
33 36 1000000
33 37 1000000
33 38 1000000
33 39 1000000
33 40 1000000
33 41 1000000
33 42 1000000
33 43 1000000
33 44 1000000
33 45 1000000
33 46 486034
33 47 1000000
33 48 860598
34 35 1000000
34 36 1000000
34 37 1000000
34 38 1000000
34 39 1000000
34 40 1000000
34 41 1000000
34 42 1000000
34 43 1000000
34 44 749312
34 45 1000000
34 46 1000000
34 47 1000000
34 48 1000000
35 36 1000000
35 37 1000000
35 38 1000000
35 39 1000000
35 40 1000000
35 41 1000000
35 42 1000000
35 43 1000000
35 44 1000000
35 45 1000000
35 46 1000000
35 47 1000000
35 48 1000000
36 37 1000000
36 38 1000000
36 39 1000000
36 40 1000000
36 41 1000000
36 42 1000000
36 43 447399
36 44 1000000
36 45 1000000
36 46 1000000
36 47 1000000
36 48 1000000
37 38 1000000
37 39 1000000
37 40 1000000
37 41 1000000
37 42 1000000
37 43 1000000
37 44 1000000
37 45 1000000
37 46 1000000
37 47 1000000
37 48 1000000
38 39 1000000
38 40 1000000
38 41 1000000
38 42 1000000
38 43 1000000
38 44 1000000
38 45 1000000
38 46 1000000
38 47 1000000
38 48 1000000
39 40 1000000
39 41 1000000
39 42 1000000
39 43 1000000
39 44 1000000
39 45 1000000
39 46 1000000
39 47 1000000
39 48 1000000
40 41 1000000
40 42 1000000
40 43 1000000
40 44 1000000
40 45 1000000
40 46 1000000
40 47 1000000
40 48 1000000
41 42 1000000
41 43 1000000
41 44 1000000
41 45 1000000
41 46 883196
41 47 1000000
41 48 1000000
42 43 1000000
42 44 1000000
42 45 1000000
42 46 1000000
42 47 1000000
42 48 1000000
43 44 1000000
43 45 1000000
43 46 1000000
43 47 1000000
43 48 1000000
44 45 1000000
44 46 1000000
44 47 1000000
44 48 1000000
45 46 1000000
45 47 1000000
45 48 618793
46 47 1000000
46 48 1000000
47 48 1000000
Case #241: 1128
1 2 1000000
1 3 1000000
1 4 1000000
1 5 151933
1 6 161666
1 7 197077
1 8 174869
1 9 117587
1 10 148214
1 11 151876
1 12 1000000
1 13 102822
1 14 212281
1 15 126524
1 16 203727
1 17 142934
1 18 152465
1 19 148322
1 20 93069
1 21 147364
1 22 179086
1 23 1000000
1 24 173949
1 25 172406
1 26 185672
1 27 168966
1 28 140342
1 29 130634
1 30 151864
1 31 143806
1 32 187421
1 33 135958
1 34 141576
1 35 130818
1 36 155459
1 37 139965
1 38 91090
1 39 94787
1 40 172582
1 41 123639
1 42 224614
1 43 186019
1 44 1000000
1 45 166896
1 46 169566
1 47 1000000
1 48 169678
2 3 91070
2 4 78988
2 5 67447
2 6 1000000
2 7 13215
2 8 93334
2 9 100450
2 10 71553
2 11 71779
2 12 98614
2 13 115215
2 14 159025
2 15 75444
2 16 1000000
2 17 77086
2 18 70930
2 19 1000000
